,playlist_name,track_name,track_artists,popularity,track_number,duration_ms
264,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,You Can Call Me Al,['Paul Simon'],76,6,280000
265,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,I'll Take You There,['The Staple Singers'],66,11,196826
266,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Take It Easy - 2013 Remaster,['Eagles'],77,1,211577
267,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Ophelia - Remastered 2000,['The Band'],62,3,212800
268,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Let's Dance - 2018 Remaster,['David Bowie'],71,3,457675
269,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,I Love To Boogie,['T. Rex'],37,5,135666
270,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Stay With Me,['Faces'],65,5,279360
271,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Your Smiling Face,['James Taylor'],62,1,165400
272,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Running on Empty,['Jackson Browne'],67,1,291893
273,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Don't Do Me Like That,['Tom Petty and the Heartbreakers'],62,6,161786
274,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Photograph,['Def Leppard'],66,2,247962
275,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Music,['Madonna'],46,1,225973
276,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,I Can't Wait,['Stevie Nicks'],39,1,275840
277,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Can't Buy Me Love - Remastered,['The Beatles'],0,7,131866
278,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,If,['Janet Jackson'],53,6,271640
279,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,When the Heartache Is Over,['Tina Turner'],50,3,224493
280,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Chain Gang,['Sam Cooke'],53,1,160000
281,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Jungle Love,['Steve Miller Band'],55,7,187600
282,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Move on Up,['Curtis Mayfield'],69,1,165789
283,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,(Your Love Keeps Lifting Me) Higher & Higher,['Jackie Wilson'],67,1,179120
284,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Invisible Touch - Remastered,['Genesis'],68,1,210133
285,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Owner of a Lonely Heart,['Yes'],70,1,268506
286,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Try a Little Tenderness,['Otis Redding'],64,5,201733
287,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Uptight (Everything's Alright),['Stevie Wonder'],60,6,174400
288,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Express Yourself,['Madonna'],57,12,239093
289,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Think,['Aretha Franklin'],67,1,139733
290,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Rudie Can't Fail - Remastered,['The Clash'],51,5,208866
291,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Jump - 2015 Remaster,['Van Halen'],78,2,241599
292,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,I Feel the Earth Move,['Carole King'],66,1,178560
293,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Make Me Smile (Single Version) - 2002 Remaster,['Chicago'],48,24,178933
294,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,From a Buick 6,['Bob Dylan'],42,4,195693
295,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Crush on You,['Bruce Springsteen'],39,8,191093
296,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,It's so Easy,['Linda Ronstadt'],50,1,145173
297,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Every Picture Tells A Story,['Rod Stewart'],49,1,359733
298,Your Rock Hall Feel-Good (Much Needed) Distraction Mix,Livin' On A Prayer,['Bon Jovi'],83,3,249293
299,Bill Withers: Career Defining Playlist,Ain't No Sunshine,['Bill Withers'],77,2,125093
300,Bill Withers: Career Defining Playlist,Grandma's Hands,['Bill Withers'],62,3,121080
301,Bill Withers: Career Defining Playlist,Harlem,['Bill Withers'],53,1,203760
302,Bill Withers: Career Defining Playlist,Lean on Me,['Bill Withers'],71,5,258834
303,Bill Withers: Career Defining Playlist,Use Me,['Bill Withers'],65,4,228326
304,Bill Withers: Career Defining Playlist,Who Is He (And What Is He to You)?,['Bill Withers'],58,3,194427
305,Bill Withers: Career Defining Playlist,"I Can't Write Left-Handed - Live at Carnegie Hall, New York, NY - October 1972",['Bill Withers'],48,9,403666
306,Bill Withers: Career Defining Playlist,"Friend of Mine - Live at Carnegie Hall, New York, NY - October 1972",['Bill Withers'],37,2,268133
307,Bill Withers: Career Defining Playlist,Heartbreak Road,['Bill Withers'],39,6,189146
308,Bill Withers: Career Defining Playlist,Railroad Man,['Bill Withers'],28,10,388253
309,Bill Withers: Career Defining Playlist,You,['Bill Withers'],38,1,323053
310,Bill Withers: Career Defining Playlist,Family Table,['Bill Withers'],20,8,192693
311,Bill Withers: Career Defining Playlist,The Best You Can,['Bill Withers'],24,2,142386
312,Bill Withers: Career Defining Playlist,Close to Me,['Bill Withers'],23,1,235506
313,Bill Withers: Career Defining Playlist,If I Didn't Mean You Well,['Bill Withers'],20,5,182866
314,Bill Withers: Career Defining Playlist,Lovely Day,['Bill Withers'],75,1,254560
315,Bill Withers: Career Defining Playlist,Lovely Night for Dancing,['Bill Withers'],40,3,349800
316,Bill Withers: Career Defining Playlist,Memories Are That Way,['Bill Withers'],34,8,306840
317,Bill Withers: Career Defining Playlist,Just the Two of Us (feat. Bill Withers),"['Grover Washington, Jr.', 'Bill Withers']",69,6,237106
318,Bill Withers: Career Defining Playlist,In The Name Of Love,['Bill Withers'],0,0,301000
319,Bill Withers: Career Defining Playlist,Oh Yeah!,['Bill Withers'],39,1,244200
320,The Doobie Brothers: Career Defining Playlist,Nobody,['The Doobie Brothers'],25,1,209133
321,The Doobie Brothers: Career Defining Playlist,Listen to the Music,['The Doobie Brothers'],77,1,227266
322,The Doobie Brothers: Career Defining Playlist,Jesus Is Just Alright with Me,['The Doobie Brothers'],36,7,274533
323,The Doobie Brothers: Career Defining Playlist,Long Train Runnin',['The Doobie Brothers'],73,2,207266
324,The Doobie Brothers: Career Defining Playlist,China Grove,['The Doobie Brothers'],69,3,195306
325,The Doobie Brothers: Career Defining Playlist,South City Midnight Lady,['The Doobie Brothers'],45,7,329026
326,The Doobie Brothers: Career Defining Playlist,Black Water,['The Doobie Brothers'],63,4,254722
327,The Doobie Brothers: Career Defining Playlist,"Another Park, Another Sunday",['The Doobie Brothers'],46,10,267029
328,The Doobie Brothers: Career Defining Playlist,Take Me in Your Arms (Rock Me a Little While),['The Doobie Brothers'],31,6,219826
329,The Doobie Brothers: Career Defining Playlist,I Cheat the Hangman,['The Doobie Brothers'],24,7,396866
330,The Doobie Brothers: Career Defining Playlist,Takin' It to the Streets,"['The Doobie Brothers', 'James Taylor']",55,2,231600
331,The Doobie Brothers: Career Defining Playlist,Echoes of Love,['The Doobie Brothers'],36,2,178026
332,The Doobie Brothers: Career Defining Playlist,What a Fool Believes,['The Doobie Brothers'],70,2,223866
333,The Doobie Brothers: Career Defining Playlist,The Doctor,['The Doobie Brothers'],43,1,225853
334,The Doobie Brothers: Career Defining Playlist,World Gone Crazy,['The Doobie Brothers'],14,4,310933
335,Depeche Mode: Career Defining Playlist,Dreaming Of Me - Single Version,['Depeche Mode'],8,1,227026
336,Depeche Mode: Career Defining Playlist,Just Can't Get Enough,['Depeche Mode'],46,3,215360
337,Depeche Mode: Career Defining Playlist,Leave in Silence - 2006 Remaster,['Depeche Mode'],30,1,289173
338,Depeche Mode: Career Defining Playlist,Everything Counts,['Depeche Mode'],0,4,239546
339,Depeche Mode: Career Defining Playlist,People Are People - 2006 Remaster,['Depeche Mode'],53,3,232080
340,Depeche Mode: Career Defining Playlist,Master and Servant,['Depeche Mode'],40,7,229360
341,Depeche Mode: Career Defining Playlist,Blasphemous Rumours - 2006 Remaster,['Depeche Mode'],39,9,381560
342,Depeche Mode: Career Defining Playlist,Black Celebration,['Depeche Mode'],43,1,291946
343,Depeche Mode: Career Defining Playlist,Strangelove - Single Version,['Depeche Mode'],50,4,227413
344,Depeche Mode: Career Defining Playlist,Behind the Wheel - 2006 Remaster,['Depeche Mode'],49,6,319040
345,Depeche Mode: Career Defining Playlist,"Stripped - Live at Rose Bowl, Pasadena, CA, 18/6/1988",['Depeche Mode'],29,7,405133
346,Depeche Mode: Career Defining Playlist,Personal Jesus - Original Single Version,"['Depeche Mode', 'Francois Kevorkian']",60,1,224906
347,Depeche Mode: Career Defining Playlist,Enjoy the Silence - Single Mix,"['Depeche Mode', 'Daniel Miller', 'Phil Legg']",65,1,257333
348,Depeche Mode: Career Defining Playlist,Policy of Truth - 2006 Remaster,['Depeche Mode'],56,7,294040
349,Depeche Mode: Career Defining Playlist,I Feel You - 2006 Remaster,['Depeche Mode'],45,1,276080
350,Depeche Mode: Career Defining Playlist,It's No Good - 2007 Remaster,['Depeche Mode'],52,4,358520
351,Depeche Mode: Career Defining Playlist,Dream On - 2007 Remaster,['Depeche Mode'],40,1,260680
352,Depeche Mode: Career Defining Playlist,Precious,['Depeche Mode'],57,5,245866
353,Depeche Mode: Career Defining Playlist,Wrong,['Depeche Mode'],0,3,193680
354,Depeche Mode: Career Defining Playlist,Where's the Revolution,['Depeche Mode'],45,1,299293
355,Nine Inch Nails: Career Defining Playlist,Closer,['Nine Inch Nails'],49,5,373306
356,Nine Inch Nails: Career Defining Playlist,Hurt,['Nine Inch Nails'],38,14,373333
357,Nine Inch Nails: Career Defining Playlist,Heresy,['Nine Inch Nails'],39,3,234306
358,Nine Inch Nails: Career Defining Playlist,Terrible Lie,['Nine Inch Nails'],49,2,278960
359,Nine Inch Nails: Career Defining Playlist,Head Like A Hole,['Nine Inch Nails'],59,1,299640
360,Nine Inch Nails: Career Defining Playlist,The Day The World Went Away,['Nine Inch Nails'],45,2,273666
361,Nine Inch Nails: Career Defining Playlist,Into The Void,['Nine Inch Nails'],45,2,289306
362,Nine Inch Nails: Career Defining Playlist,"Starfuckers, Inc.",['Nine Inch Nails'],46,6,300226
363,Nine Inch Nails: Career Defining Playlist,Every Day Is Exactly The Same,['Nine Inch Nails'],51,6,294893
364,Nine Inch Nails: Career Defining Playlist,The Hand That Feeds,['Nine Inch Nails'],61,4,211680
365,Nine Inch Nails: Career Defining Playlist,With Teeth,['Nine Inch Nails'],39,7,337706
366,Nine Inch Nails: Career Defining Playlist,Survivalism,['Nine Inch Nails'],39,3,262493
367,Nine Inch Nails: Career Defining Playlist,Capital G,['Nine Inch Nails'],40,7,229666
368,Nine Inch Nails: Career Defining Playlist,"1,000,000",['Nine Inch Nails'],40,2,236197
369,Nine Inch Nails: Career Defining Playlist,Copy of a,['Nine Inch Nails'],40,2,322613
370,Whitney Houston: Career Defining Playlist,You Give Good Love,['Whitney Houston'],51,1,277240
371,Whitney Houston: Career Defining Playlist,Saving All My Love for You,['Whitney Houston'],53,4,237293
372,Whitney Houston: Career Defining Playlist,How Will I Know,['Whitney Houston'],54,6,273960
373,Whitney Houston: Career Defining Playlist,I Wanna Dance with Somebody (Who Loves Me),['Whitney Houston'],82,1,291293
374,Whitney Houston: Career Defining Playlist,Didn't We Almost Have It All,['Whitney Houston'],59,4,305066
375,Whitney Houston: Career Defining Playlist,So Emotional,['Whitney Houston'],60,5,276666
376,Whitney Houston: Career Defining Playlist,I'm Your Baby Tonight,['Whitney Houston'],55,1,299426
377,Whitney Houston: Career Defining Playlist,All The Man That I Need,['Whitney Houston'],53,3,251426
378,Whitney Houston: Career Defining Playlist,I Will Always Love You,['Whitney Houston'],77,1,271093
379,Whitney Houston: Career Defining Playlist,I'm Every Woman,['Whitney Houston'],60,3,285106
380,Whitney Houston: Career Defining Playlist,I Have Nothing,['Whitney Houston'],74,2,289160
381,Whitney Houston: Career Defining Playlist,Exhale (Shoop Shoop) - from Waiting to Exhale - Original Soundtrack,['Whitney Houston'],53,1,204333
382,Whitney Houston: Career Defining Playlist,My Love Is Your Love,['Whitney Houston'],68,3,261573
383,Whitney Houston: Career Defining Playlist,It's Not Right But It's Okay,['Whitney Houston'],64,1,292400
384,Whitney Houston: Career Defining Playlist,Million Dollar Bill,['Whitney Houston'],58,1,204266
385,The Notorious B.I.G.: Career Defining Playlist,Party and Bullshit - 2008 Remaster,['The Notorious B.I.G.'],62,5,217000
386,The Notorious B.I.G.: Career Defining Playlist,"Flava in Ya Ear Remix (feat. Notorious B.I.G., L.L. Cool J, Busta Rhymes, Rampage)",['Craig Mack'],58,2,302013
387,The Notorious B.I.G.: Career Defining Playlist,Juicy - 2005 Remaster,['The Notorious B.I.G.'],53,9,302693
388,The Notorious B.I.G.: Career Defining Playlist,Big Poppa - 2005 Remaster,['The Notorious B.I.G.'],44,12,252746
389,The Notorious B.I.G.: Career Defining Playlist,One More Chance / Stay with Me - Remix; 2007 Remaster,['The Notorious B.I.G.'],65,4,268706
390,The Notorious B.I.G.: Career Defining Playlist,Warning - 2005 Remaster,['The Notorious B.I.G.'],39,5,220493
391,The Notorious B.I.G.: Career Defining Playlist,Can't You See (feat. The Notorious B.I.G.),"['Total', 'The Notorious B.I.G.']",62,8,281880
392,The Notorious B.I.G.: Career Defining Playlist,Player's Anthem,"['Junior M.A.F.I.A.', 'The Notorious B.I.G.', ""Lil' Cease"", ""Lil' Kim""]",0,1,312786
393,The Notorious B.I.G.: Career Defining Playlist,Hypnotize - 2014 Remaster,['The Notorious B.I.G.'],51,1,237493
394,The Notorious B.I.G.: Career Defining Playlist,All About the Benjamins,"['Diddy', ""Lil' Kim"", 'The LOX', 'The Notorious B.I.G.']",54,5,277866
395,The Notorious B.I.G.: Career Defining Playlist,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,"['The Notorious B.I.G.', 'Mase', 'Diddy']",45,6,257786
396,The Notorious B.I.G.: Career Defining Playlist,Notorious Thugs - 2014 Remaster,['The Notorious B.I.G.'],36,2,372973
397,The Notorious B.I.G.: Career Defining Playlist,Notorious B.I.G. (feat. Lil' Kim & Puff Daddy) - 2005 Remaster,"['The Notorious B.I.G.', ""Lil' Kim"", 'Diddy']",56,2,191600
398,The Notorious B.I.G.: Career Defining Playlist,Runnin' (Dying To Live),"['2Pac', 'The Notorious B.I.G.']",60,1,231986
399,The Notorious B.I.G.: Career Defining Playlist,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster","['The Notorious B.I.G.', 'Avery Storm', 'Diddy', 'Jagged Edge', 'Nelly']",66,9,286186
400,T. Rex: Career Defining Playlist,Ride a White Swan - 2016 Remaster,['T. Rex'],30,16,133800
401,T. Rex: Career Defining Playlist,The Wizard - 2016 Remaster,['T. Rex'],13,14,529413
402,T. Rex: Career Defining Playlist,Hot Love,['T. Rex'],40,15,298093
403,T. Rex: Career Defining Playlist,Bang a Gong (Get It On) - Remastered Version,['T. Rex'],63,6,267000
404,T. Rex: Career Defining Playlist,Jeepster - Remastered,['T. Rex'],44,3,252440
405,T. Rex: Career Defining Playlist,Cosmic Dancer - Remastered,['T. Rex'],50,2,270000
406,T. Rex: Career Defining Playlist,Children Of The Revolution,['T. Rex'],43,1,150186
407,T. Rex: Career Defining Playlist,Telegram Sam,['T. Rex'],32,8,225773
408,T. Rex: Career Defining Playlist,Metal Guru,['T. Rex'],37,1,149706
409,T. Rex: Career Defining Playlist,Life Is Strange,['T. Rex'],32,10,150600
410,T. Rex: Career Defining Playlist,20th Century Boy (Master Version with False Start),['T. Rex'],34,6,374768
411,T. Rex: Career Defining Playlist,Teenage Dream,['T. Rex'],27,7,350333
412,T. Rex: Career Defining Playlist,Light Of Love,['T. Rex'],18,1,196666
413,T. Rex: Career Defining Playlist,Calling All Destroyers,['T. Rex'],9,7,237666
414,T. Rex: Career Defining Playlist,I Love To Boogie,['T. Rex'],37,5,135666
415,Meet the #RockHall2020 Inductees!,Dreaming Of Me - Single Version,['Depeche Mode'],8,1,227026
416,Meet the #RockHall2020 Inductees!,Just Can't Get Enough,['Depeche Mode'],46,3,215360
417,Meet the #RockHall2020 Inductees!,Leave in Silence - 2006 Remaster,['Depeche Mode'],30,1,289173
418,Meet the #RockHall2020 Inductees!,Everything Counts,['Depeche Mode'],0,4,239546
419,Meet the #RockHall2020 Inductees!,People Are People - 2006 Remaster,['Depeche Mode'],53,3,232080
420,Meet the #RockHall2020 Inductees!,Master and Servant,['Depeche Mode'],40,7,229360
421,Meet the #RockHall2020 Inductees!,Blasphemous Rumours - 2006 Remaster,['Depeche Mode'],39,9,381560
422,Meet the #RockHall2020 Inductees!,Black Celebration,['Depeche Mode'],43,1,291946
423,Meet the #RockHall2020 Inductees!,Strangelove - Single Version,['Depeche Mode'],50,4,227413
424,Meet the #RockHall2020 Inductees!,Behind the Wheel - 2006 Remaster,['Depeche Mode'],49,6,319040
425,Meet the #RockHall2020 Inductees!,"Stripped - Live at Rose Bowl, Pasadena, CA, 18/6/1988",['Depeche Mode'],29,7,405133
426,Meet the #RockHall2020 Inductees!,Personal Jesus - Original Single Version,"['Depeche Mode', 'Francois Kevorkian']",60,1,224906
427,Meet the #RockHall2020 Inductees!,Enjoy the Silence - Single Mix,"['Depeche Mode', 'Daniel Miller', 'Phil Legg']",65,1,257333
428,Meet the #RockHall2020 Inductees!,Policy of Truth - 2006 Remaster,['Depeche Mode'],56,7,294040
429,Meet the #RockHall2020 Inductees!,I Feel You - 2006 Remaster,['Depeche Mode'],45,1,276080
430,Meet the #RockHall2020 Inductees!,It's No Good - 2007 Remaster,['Depeche Mode'],52,4,358520
431,Meet the #RockHall2020 Inductees!,Dream On - 2007 Remaster,['Depeche Mode'],40,1,260680
432,Meet the #RockHall2020 Inductees!,Precious,['Depeche Mode'],57,5,245866
433,Meet the #RockHall2020 Inductees!,Wrong,['Depeche Mode'],0,3,193680
434,Meet the #RockHall2020 Inductees!,Where's the Revolution,['Depeche Mode'],45,1,299293
435,Meet the #RockHall2020 Inductees!,Nobody,['The Doobie Brothers'],25,1,209133
436,Meet the #RockHall2020 Inductees!,Listen to the Music,['The Doobie Brothers'],77,1,227266
437,Meet the #RockHall2020 Inductees!,Jesus Is Just Alright with Me,['The Doobie Brothers'],36,7,274533
438,Meet the #RockHall2020 Inductees!,Long Train Runnin',['The Doobie Brothers'],73,2,207266
439,Meet the #RockHall2020 Inductees!,China Grove,['The Doobie Brothers'],69,3,195306
440,Meet the #RockHall2020 Inductees!,South City Midnight Lady,['The Doobie Brothers'],45,7,329026
441,Meet the #RockHall2020 Inductees!,Black Water,['The Doobie Brothers'],63,4,254722
442,Meet the #RockHall2020 Inductees!,"Another Park, Another Sunday",['The Doobie Brothers'],46,10,267029
443,Meet the #RockHall2020 Inductees!,Take Me in Your Arms (Rock Me a Little While),['The Doobie Brothers'],31,6,219826
444,Meet the #RockHall2020 Inductees!,I Cheat the Hangman,['The Doobie Brothers'],24,7,396866
445,Meet the #RockHall2020 Inductees!,Takin' It to the Streets,"['The Doobie Brothers', 'James Taylor']",55,2,231600
